Date,Rater,Correct Answer 3 Label,Correct Answer 5 Label,Rater Answer 3 Label,Rater Answer 5 Label,Task ID,3-Label Agreement,5-Label Agreement
10-06-2005,A,Low,Great,Low,Okay,1342,yes,no
10-16-2005,B,Average,Okay,Average,Great,1343,yes,no
10-18-2005,C,High,Great,Low,Bad,1344,no,no
10-04-2005,A,High,Exceptional,Low,Bad,1345,no,no
10-08-2005,A,High,Great,Low,Okay,1346,no,no
10-29-2005,C,Average,Exceptional,Average,Intermediate,1347,yes,no
10-10-2005,B,Average,Great,Average,Exceptional,1348,yes,no
10-03-2005,C,High,Exceptional,Average,Okay,1349,no,no
10-01-2005,E,Average,Bad,High,Intermediate,1350,no,no
10-25-2005,A,High,Intermediate,Average,Okay,1351,no,no
10-27-2005,C,High,Great,Low,Bad,1352,no,no
10-24-2005,C,High,Intermediate,Low,Great,1353,no,no
10-18-2005,C,High,Great,High,Bad,1354,yes,no
10-09-2005,A,Average,Bad,High,Exceptional,1355,no,no
10-03-2005,D,Low,Exceptional,Low,Intermediate,1356,yes,no
10-06-2005,E,Low,Exceptional,Low,Bad,1357,yes,no
10-23-2005,B,Low,Intermediate,High,Great,1358,no,no
10-29-2005,E,Low,Exceptional,Low,Exceptional,1359,yes,yes
10-09-2005,A,Average,Bad,Average,Bad,1360,yes,yes
10-21-2005,D,Average,Intermediate,Average,Okay,1361,yes,no
10-15-2005,B,Low,Okay,High,Exceptional,1362,no,no
10-06-2005,A,High,Intermediate,High,Great,1363,yes,no
10-06-2005,A,High,Okay,Average,Exceptional,1364,no,no
10-28-2005,D,High,Exceptional,Average,Exceptional,1365,no,yes
10-15-2005,A,Average,Intermediate,High,Bad,1366,no,no
10-13-2005,B,Average,Okay,Low,Great,1367,no,no
10-29-2005,E,Average,Okay,High,Exceptional,1368,no,no
10-27-2005,B,High,Great,Average,Intermediate,1369,no,no
10-19-2005,B,Average,Exceptional,Low,Intermediate,1370,no,no
10-17-2005,A,High,Great,High,Great,1371,yes,yes
10-06-2005,B,Low,Great,Low,Intermediate,1372,yes,no
10-07-2005,C,Average,Intermediate,Low,Exceptional,1373,no,no
10-27-2005,E,High,Okay,High,Intermediate,1374,yes,no
10-14-2005,D,Average,Exceptional,Average,Intermediate,1375,yes,no
10-14-2005,B,Average,Great,Average,Great,1376,yes,yes
10-20-2005,B,Average,Bad,High,Exceptional,1377,no,no
10-15-2005,B,Low,Bad,Low,Okay,1378,yes,no
10-16-2005,A,High,Intermediate,High,Intermediate,1379,yes,yes
10-26-2005,B,Low,Intermediate,High,Great,1380,no,no
10-14-2005,E,Low,Bad,Low,Bad,1381,yes,yes
10-03-2005,D,Low,Bad,Low,Okay,1382,yes,no
10-18-2005,C,Low,Exceptional,Average,Okay,1383,no,no
10-11-2005,A,High,Bad,Average,Intermediate,1384,no,no
10-28-2005,E,High,Okay,High,Exceptional,1385,yes,no
10-25-2005,D,Average,Okay,High,Bad,1386,no,no
10-23-2005,E,Average,Exceptional,Average,Intermediate,1387,yes,no
10-01-2005,D,Low,Okay,High,Okay,1388,no,yes
10-02-2005,E,Average,Bad,Average,Bad,1389,yes,yes
10-05-2005,D,High,Great,Low,Exceptional,1390,no,no
10-16-2005,A,Average,Exceptional,Low,Great,1391,no,no
10-11-2005,C,High,Intermediate,High,Exceptional,1392,yes,no
10-10-2005,E,Average,Intermediate,Low,Intermediate,1393,no,yes
10-15-2005,A,Average,Bad,High,Bad,1394,no,yes
10-10-2005,E,Average,Exceptional,Average,Okay,1395,yes,no
10-14-2005,C,High,Bad,Low,Exceptional,1396,no,no
10-13-2005,C,High,Great,High,Bad,1397,yes,no
10-03-2005,D,Average,Intermediate,Average,Exceptional,1398,yes,no
10-04-2005,C,High,Exceptional,Average,Intermediate,1399,no,no
10-20-2005,A,Average,Exceptional,Average,Exceptional,1400,yes,yes
10-20-2005,E,Low,Bad,Low,Okay,1401,yes,no
10-27-2005,B,Low,Great,Low,Intermediate,1402,yes,no
10-18-2005,B,Low,Okay,Average,Okay,1403,no,yes
10-04-2005,C,Low,Okay,High,Great,1404,no,no
10-12-2005,D,Average,Intermediate,Average,Okay,1405,yes,no
10-10-2005,A,High,Great,Average,Bad,1406,no,no
10-10-2005,B,Average,Bad,Low,Intermediate,1407,no,no
10-21-2005,A,High,Exceptional,High,Exceptional,1408,yes,yes
10-03-2005,B,Low,Okay,High,Great,1409,no,no
10-19-2005,A,Average,Great,Average,Bad,1410,yes,no
10-10-2005,D,Average,Bad,High,Intermediate,1411,no,no
10-16-2005,A,High,Great,Low,Intermediate,1412,no,no
10-15-2005,A,Average,Bad,Average,Bad,1413,yes,yes
10-09-2005,D,Low,Intermediate,High,Great,1414,no,no
10-16-2005,B,High,Bad,High,Okay,1415,yes,no
10-04-2005,A,High,Great,High,Bad,1416,yes,no
10-07-2005,D,High,Great,Average,Bad,1417,no,no
10-13-2005,C,High,Intermediate,High,Bad,1418,yes,no
10-15-2005,B,Average,Exceptional,Average,Bad,1419,yes,no
10-08-2005,C,High,Intermediate,Average,Bad,1420,no,no
10-27-2005,A,Average,Exceptional,Average,Okay,1421,yes,no
10-06-2005,A,Average,Great,Average,Exceptional,1422,yes,no
10-07-2005,C,Low,Great,Low,Intermediate,1423,yes,no
10-21-2005,E,High,Bad,Low,Bad,1424,no,yes
10-05-2005,A,High,Intermediate,Average,Okay,1425,no,no
10-06-2005,E,High,Bad,High,Intermediate,1426,yes,no
10-20-2005,A,High,Great,High,Great,1427,yes,yes
10-11-2005,E,High,Exceptional,Average,Intermediate,1428,no,no
10-15-2005,C,Average,Exceptional,High,Bad,1429,no,no
10-26-2005,A,Low,Bad,High,Bad,1430,no,yes
10-11-2005,B,Low,Intermediate,High,Intermediate,1431,no,yes
10-01-2005,E,Low,Intermediate,Average,Exceptional,1432,no,no
10-01-2005,D,High,Great,Low,Bad,1433,no,no
10-11-2005,A,Low,Exceptional,Low,Intermediate,1434,yes,no
10-06-2005,C,Average,Intermediate,High,Okay,1435,no,no
10-26-2005,D,Low,Intermediate,Low,Bad,1436,yes,no
10-01-2005,D,Average,Great,Average,Exceptional,1437,yes,no
10-21-2005,D,Low,Okay,Average,Okay,1438,no,yes
10-06-2005,A,Low,Okay,Low,Intermediate,1439,yes,no
10-15-2005,B,Average,Okay,Low,Bad,1440,no,no
10-05-2005,B,Average,Exceptional,Average,Okay,1441,yes,no
10-03-2005,A,High,Intermediate,Low,Intermediate,1442,no,yes
10-10-2005,C,High,Intermediate,High,Great,1443,yes,no
10-27-2005,E,Low,Okay,Low,Okay,1444,yes,yes
10-14-2005,C,Low,Great,High,Bad,1445,no,no
10-04-2005,C,Average,Okay,High,Intermediate,1446,no,no
10-23-2005,C,Low,Okay,Low,Okay,1447,yes,yes
10-17-2005,B,High,Bad,Average,Exceptional,1448,no,no
10-06-2005,A,Low,Bad,Low,Great,1449,yes,no
10-04-2005,D,Low,Exceptional,High,Bad,1450,no,no
10-04-2005,E,Low,Intermediate,Low,Exceptional,1451,yes,no
10-26-2005,D,Average,Bad,High,Okay,1452,no,no
10-17-2005,B,High,Exceptional,Low,Intermediate,1453,no,no
10-28-2005,A,Average,Okay,High,Exceptional,1454,no,no
10-19-2005,B,High,Great,High,Great,1455,yes,yes
10-20-2005,E,Low,Exceptional,Low,Intermediate,1456,yes,no
10-29-2005,D,Low,Intermediate,High,Great,1457,no,no
10-05-2005,A,Average,Bad,Average,Bad,1458,yes,yes
10-14-2005,A,Average,Okay,High,Exceptional,1459,no,no
10-04-2005,C,High,Bad,High,Okay,1460,yes,no
10-20-2005,A,High,Intermediate,Average,Bad,1461,no,no
10-07-2005,E,Low,Intermediate,High,Great,1462,no,no
10-22-2005,B,Low,Okay,Average,Intermediate,1463,no,no
10-21-2005,E,High,Okay,High,Intermediate,1464,yes,no
10-14-2005,E,Average,Bad,High,Intermediate,1465,no,no
10-06-2005,A,Average,Intermediate,Low,Okay,1466,no,no
10-29-2005,D,High,Exceptional,Low,Intermediate,1467,no,no
10-15-2005,D,Low,Okay,Low,Bad,1468,yes,no
10-03-2005,E,Average,Intermediate,High,Great,1469,no,no
10-22-2005,B,High,Intermediate,Average,Intermediate,1470,no,yes
10-05-2005,E,High,Okay,High,Okay,1471,yes,yes
10-11-2005,D,Average,Intermediate,Average,Intermediate,1472,yes,yes
10-06-2005,C,Average,Okay,High,Bad,1473,no,no
10-22-2005,D,Low,Okay,High,Okay,1474,no,yes
10-04-2005,E,Average,Intermediate,Average,Bad,1475,yes,no
10-04-2005,A,High,Okay,Low,Bad,1476,no,no
10-01-2005,C,Average,Great,Average,Exceptional,1477,yes,no
10-21-2005,B,High,Great,Average,Bad,1478,no,no
10-21-2005,A,Low,Okay,High,Okay,1479,no,yes
10-01-2005,A,Average,Okay,Low,Okay,1480,no,yes
10-07-2005,C,Average,Intermediate,Low,Okay,1481,no,no
10-04-2005,A,Average,Intermediate,Average,Intermediate,1482,yes,yes
10-02-2005,E,Average,Bad,Average,Bad,1483,yes,yes
10-02-2005,D,High,Exceptional,Low,Intermediate,1484,no,no
10-03-2005,C,High,Intermediate,Average,Great,1485,no,no
10-11-2005,A,High,Intermediate,High,Exceptional,1486,yes,no
10-27-2005,A,High,Great,Average,Great,1487,no,yes
10-19-2005,E,Average,Great,High,Bad,1488,no,no
10-27-2005,E,Low,Great,Low,Intermediate,1489,yes,no
10-27-2005,A,Low,Okay,High,Intermediate,1490,no,no
10-08-2005,A,High,Okay,Average,Bad,1491,no,no
10-14-2005,D,Low,Exceptional,High,Exceptional,1492,no,yes
10-19-2005,A,Low,Bad,Low,Bad,1493,yes,yes
10-26-2005,A,Average,Great,High,Exceptional,1494,no,no
10-08-2005,D,Low,Great,High,Intermediate,1495,no,no
10-15-2005,E,Average,Bad,High,Exceptional,1496,no,no
10-03-2005,C,Low,Bad,Average,Great,1497,no,no
10-13-2005,D,Average,Exceptional,High,Okay,1498,no,no
10-01-2005,D,Average,Okay,Low,Great,1499,no,no
10-27-2005,D,Low,Great,High,Bad,1500,no,no
10-21-2005,B,Average,Exceptional,Average,Bad,1501,yes,no
10-03-2005,E,High,Intermediate,Average,Great,1502,no,no
10-04-2005,C,Average,Exceptional,High,Intermediate,1503,no,no
10-22-2005,E,Average,Intermediate,High,Great,1504,no,no
10-19-2005,B,High,Great,High,Intermediate,1505,yes,no
10-18-2005,A,Average,Great,Low,Okay,1506,no,no
10-29-2005,D,High,Great,High,Exceptional,1507,yes,no
10-06-2005,B,Average,Intermediate,Low,Great,1508,no,no
10-22-2005,A,High,Exceptional,Average,Intermediate,1509,no,no
10-18-2005,E,Average,Bad,High,Great,1510,no,no
10-04-2005,D,Average,Great,Low,Exceptional,1511,no,no
10-21-2005,B,Low,Bad,High,Great,1512,no,no
10-10-2005,C,High,Intermediate,High,Exceptional,1513,yes,no
10-27-2005,E,Low,Exceptional,Low,Bad,1514,yes,no
10-13-2005,C,Low,Okay,High,Bad,1515,no,no
10-26-2005,E,High,Bad,High,Bad,1516,yes,yes
10-01-2005,A,Average,Exceptional,Average,Okay,1517,yes,no
10-28-2005,A,High,Intermediate,Low,Exceptional,1518,no,no
10-13-2005,C,High,Bad,High,Great,1519,yes,no
10-20-2005,C,Low,Bad,Low,Exceptional,1520,yes,no
10-01-2005,B,Low,Great,Low,Okay,1521,yes,no
10-08-2005,D,Average,Okay,High,Okay,1522,no,yes
10-08-2005,A,Low,Exceptional,Low,Exceptional,1523,yes,yes
10-28-2005,C,Low,Exceptional,High,Exceptional,1524,no,yes
10-01-2005,C,High,Exceptional,Average,Okay,1525,no,no
10-20-2005,A,Average,Bad,High,Bad,1526,no,yes
10-21-2005,A,Low,Okay,Low,Bad,1527,yes,no
10-28-2005,E,High,Intermediate,Average,Intermediate,1528,no,yes
10-10-2005,E,Average,Exceptional,High,Bad,1529,no,no
10-11-2005,D,Low,Intermediate,Low,Exceptional,1530,yes,no
10-11-2005,C,High,Bad,Average,Exceptional,1531,no,no
10-20-2005,A,High,Exceptional,Low,Exceptional,1532,no,yes
10-05-2005,C,Low,Great,Low,Bad,1533,yes,no
10-27-2005,D,Low,Okay,Average,Okay,1534,no,yes
10-29-2005,B,High,Bad,High,Intermediate,1535,yes,no
10-12-2005,E,Low,Exceptional,Low,Intermediate,1536,yes,no
10-03-2005,D,Low,Exceptional,Average,Great,1537,no,no
10-21-2005,C,Low,Okay,High,Exceptional,1538,no,no
10-28-2005,A,Average,Bad,High,Bad,1539,no,yes
10-26-2005,C,Low,Exceptional,Average,Great,1540,no,no
10-01-2005,B,Low,Okay,Low,Intermediate,1541,yes,no
10-04-2005,C,Average,Great,High,Intermediate,1542,no,no
10-11-2005,D,High,Bad,Low,Okay,1543,no,no
10-25-2005,C,Low,Bad,High,Great,1544,no,no
10-13-2005,B,High,Great,Low,Intermediate,1545,no,no
10-28-2005,D,High,Bad,Average,Okay,1546,no,no
10-13-2005,D,Average,Great,High,Bad,1547,no,no
10-12-2005,B,Average,Bad,Average,Okay,1548,yes,no
10-03-2005,D,High,Intermediate,Average,Great,1549,no,no
10-05-2005,A,High,Bad,Average,Bad,1550,no,yes
10-24-2005,C,High,Bad,Average,Exceptional,1551,no,no
10-09-2005,D,Average,Intermediate,Low,Bad,1552,no,no
10-16-2005,A,Average,Bad,Average,Bad,1553,yes,yes
10-19-2005,E,Low,Bad,Low,Exceptional,1554,yes,no
10-15-2005,B,High,Intermediate,Average,Intermediate,1555,no,yes
10-12-2005,A,Average,Bad,Low,Intermediate,1556,no,no
10-06-2005,C,Average,Okay,Low,Intermediate,1557,no,no
10-27-2005,C,Low,Okay,Average,Bad,1558,no,no
10-13-2005,A,High,Bad,Average,Intermediate,1559,no,no
10-12-2005,C,High,Intermediate,Average,Exceptional,1560,no,no
10-09-2005,E,High,Okay,High,Intermediate,1561,yes,no
10-20-2005,C,High,Okay,High,Okay,1562,yes,yes
10-04-2005,D,High,Okay,Average,Bad,1563,no,no
10-12-2005,E,Low,Great,High,Exceptional,1564,no,no
10-21-2005,E,High,Okay,Low,Okay,1565,no,yes
10-06-2005,A,Low,Exceptional,Average,Great,1566,no,no
10-05-2005,E,High,Intermediate,Average,Exceptional,1567,no,no
10-29-2005,C,High,Great,High,Intermediate,1568,yes,no
10-15-2005,C,Average,Intermediate,High,Bad,1569,no,no
10-08-2005,A,Average,Exceptional,Low,Intermediate,1570,no,no
10-24-2005,C,High,Great,High,Bad,1571,yes,no
10-22-2005,A,High,Bad,Average,Okay,1572,no,no
10-16-2005,B,High,Okay,Low,Okay,1573,no,yes
10-04-2005,C,High,Intermediate,Average,Bad,1574,no,no
10-27-2005,A,Low,Great,Average,Great,1575,no,yes
10-14-2005,A,Low,Great,Low,Bad,1576,yes,no
10-23-2005,C,Average,Bad,Low,Exceptional,1577,no,no
10-22-2005,B,Average,Okay,High,Great,1578,no,no
10-16-2005,C,Average,Bad,Average,Exceptional,1579,yes,no
10-15-2005,A,Average,Intermediate,High,Bad,1580,no,no
10-21-2005,E,High,Intermediate,Average,Bad,1581,no,no
10-28-2005,C,High,Exceptional,Average,Intermediate,1582,no,no
10-27-2005,E,High,Great,High,Great,1583,yes,yes
10-27-2005,C,Low,Intermediate,Average,Great,1584,no,no
10-16-2005,D,Low,Bad,High,Okay,1585,no,no
10-26-2005,C,Average,Okay,Average,Exceptional,1586,yes,no
10-10-2005,A,High,Bad,High,Bad,1587,yes,yes
10-14-2005,D,Average,Exceptional,Low,Great,1588,no,no
10-12-2005,B,Low,Great,Low,Intermediate,1589,yes,no
10-04-2005,E,Average,Okay,Low,Great,1590,no,no
10-20-2005,B,Low,Intermediate,Low,Bad,1591,yes,no
10-01-2005,E,Average,Okay,High,Great,1592,no,no
10-05-2005,A,High,Exceptional,Low,Exceptional,1593,no,yes
10-23-2005,E,Average,Great,Average,Okay,1594,yes,no
10-25-2005,E,Average,Exceptional,Average,Exceptional,1595,yes,yes
10-08-2005,E,Average,Okay,Average,Exceptional,1596,yes,no
10-19-2005,A,High,Intermediate,Average,Intermediate,1597,no,yes
10-03-2005,C,Average,Bad,Low,Bad,1598,no,yes
10-09-2005,C,Average,Exceptional,High,Great,1599,no,no
10-09-2005,A,Low,Exceptional,High,Bad,1600,no,no
10-29-2005,D,Average,Intermediate,Low,Bad,1601,no,no
10-07-2005,E,High,Okay,High,Bad,1602,yes,no
10-15-2005,B,Average,Great,Average,Bad,1603,yes,no
10-14-2005,D,High,Exceptional,Average,Okay,1604,no,no
10-09-2005,A,Average,Exceptional,High,Great,1605,no,no
10-12-2005,A,Low,Great,Low,Bad,1606,yes,no
10-17-2005,A,High,Exceptional,Low,Bad,1607,no,no
10-28-2005,B,High,Intermediate,High,Bad,1608,yes,no
10-20-2005,B,Average,Great,High,Exceptional,1609,no,no
10-11-2005,E,High,Bad,High,Okay,1610,yes,no
10-11-2005,A,Low,Okay,Average,Exceptional,1611,no,no
10-03-2005,D,High,Bad,Average,Exceptional,1612,no,no
10-22-2005,C,Average,Bad,Average,Okay,1613,yes,no
10-11-2005,B,Low,Okay,Low,Okay,1614,yes,yes
10-18-2005,D,Average,Okay,High,Intermediate,1615,no,no
10-19-2005,A,High,Intermediate,Average,Intermediate,1616,no,yes
10-17-2005,C,Low,Exceptional,High,Intermediate,1617,no,no
10-01-2005,C,Average,Bad,High,Exceptional,1618,no,no
10-28-2005,A,High,Intermediate,Average,Okay,1619,no,no
10-27-2005,E,Average,Bad,Low,Great,1620,no,no
10-05-2005,A,High,Intermediate,High,Exceptional,1621,yes,no
10-05-2005,B,High,Bad,Average,Great,1622,no,no
10-18-2005,D,Average,Great,Average,Bad,1623,yes,no
10-24-2005,B,Low,Intermediate,Average,Okay,1624,no,no
10-27-2005,B,High,Okay,Average,Bad,1625,no,no
10-06-2005,C,Low,Great,Average,Great,1626,no,yes
10-09-2005,C,High,Exceptional,Low,Exceptional,1627,no,yes
10-24-2005,E,Low,Bad,Average,Bad,1628,no,yes
10-20-2005,A,High,Great,High,Intermediate,1629,yes,no
10-29-2005,E,Average,Exceptional,Low,Intermediate,1630,no,no
10-11-2005,E,Low,Exceptional,Average,Intermediate,1631,no,no
10-21-2005,A,Low,Okay,High,Exceptional,1632,no,no
10-08-2005,E,High,Bad,Low,Okay,1633,no,no
10-15-2005,C,Average,Great,Low,Bad,1634,no,no
10-21-2005,A,High,Exceptional,Average,Bad,1635,no,no
10-02-2005,D,Average,Okay,Low,Okay,1636,no,yes
10-24-2005,C,Average,Exceptional,High,Bad,1637,no,no
10-29-2005,C,Low,Bad,Low,Great,1638,yes,no
10-21-2005,B,Average,Intermediate,Average,Exceptional,1639,yes,no
10-08-2005,E,Low,Intermediate,Average,Bad,1640,no,no
10-18-2005,A,High,Exceptional,High,Exceptional,1641,yes,yes
10-14-2005,C,Average,Great,High,Intermediate,1642,no,no
10-14-2005,E,Average,Intermediate,High,Exceptional,1643,no,no
10-10-2005,A,Average,Intermediate,Average,Bad,1644,yes,no
10-28-2005,E,Average,Bad,High,Exceptional,1645,no,no
10-13-2005,D,High,Bad,Average,Exceptional,1646,no,no
10-15-2005,D,Average,Great,High,Great,1647,no,yes
10-28-2005,D,Average,Exceptional,High,Exceptional,1648,no,yes
10-29-2005,D,High,Exceptional,Average,Bad,1649,no,no
10-20-2005,E,High,Great,Average,Bad,1650,no,no
10-12-2005,A,Average,Great,Low,Okay,1651,no,no
10-25-2005,A,Low,Bad,High,Great,1652,no,no
10-03-2005,D,High,Okay,Low,Bad,1653,no,no
10-09-2005,E,Low,Exceptional,Low,Great,1654,yes,no
10-01-2005,A,High,Okay,Average,Okay,1655,no,yes
10-19-2005,E,Average,Intermediate,Average,Okay,1656,yes,no
10-19-2005,D,High,Intermediate,Average,Bad,1657,no,no
10-23-2005,E,High,Bad,Low,Intermediate,1658,no,no
10-07-2005,C,Average,Bad,Low,Okay,1659,no,no
10-26-2005,B,Average,Okay,Low,Exceptional,1660,no,no
10-19-2005,E,Low,Okay,Average,Great,1661,no,no
10-03-2005,E,Low,Bad,High,Great,1662,no,no
10-18-2005,D,High,Great,High,Bad,1663,yes,no
10-14-2005,B,Average,Exceptional,Average,Intermediate,1664,yes,no
10-21-2005,E,Low,Okay,Average,Bad,1665,no,no
10-06-2005,D,High,Great,Low,Great,1666,no,yes
10-18-2005,E,High,Okay,High,Exceptional,1667,yes,no
10-19-2005,B,Low,Bad,Average,Bad,1668,no,yes
10-02-2005,C,High,Intermediate,Average,Great,1669,no,no
10-02-2005,D,Low,Okay,Low,Okay,1670,yes,yes
10-04-2005,E,High,Bad,Low,Exceptional,1671,no,no
10-23-2005,A,Low,Bad,Low,Okay,1672,yes,no
10-25-2005,C,High,Intermediate,High,Bad,1673,yes,no
10-07-2005,C,High,Exceptional,Average,Bad,1674,no,no
10-21-2005,B,Low,Okay,Low,Bad,1675,yes,no
10-03-2005,A,High,Great,Average,Intermediate,1676,no,no
10-20-2005,E,Low,Bad,High,Okay,1677,no,no
10-04-2005,C,Average,Okay,Average,Okay,1678,yes,yes
10-02-2005,B,High,Okay,Average,Okay,1679,no,yes
10-13-2005,B,Average,Exceptional,Low,Exceptional,1680,no,yes
10-13-2005,D,High,Intermediate,Low,Intermediate,1681,no,yes
10-29-2005,A,Average,Exceptional,Average,Great,1682,yes,no
10-01-2005,A,High,Great,Low,Bad,1683,no,no
10-26-2005,B,Low,Okay,High,Exceptional,1684,no,no
10-27-2005,D,Average,Great,Low,Bad,1685,no,no
10-24-2005,D,High,Exceptional,Average,Bad,1686,no,no
10-18-2005,B,Average,Bad,Average,Great,1687,yes,no
10-17-2005,C,High,Exceptional,High,Intermediate,1688,yes,no
10-02-2005,A,Average,Great,Average,Great,1689,yes,yes
10-16-2005,A,Low,Bad,High,Okay,1690,no,no
10-16-2005,A,Low,Intermediate,High,Exceptional,1691,no,no
10-24-2005,B,Low,Bad,Average,Great,1692,no,no
10-23-2005,D,Low,Intermediate,High,Intermediate,1693,no,yes
10-02-2005,C,Average,Great,Average,Exceptional,1694,yes,no
10-01-2005,A,High,Bad,High,Okay,1695,yes,no
10-17-2005,C,High,Great,High,Exceptional,1696,yes,no
10-20-2005,D,Average,Great,Low,Great,1697,no,yes
10-25-2005,C,High,Great,Average,Okay,1698,no,no
10-13-2005,E,Average,Great,High,Bad,1699,no,no
10-09-2005,A,High,Great,High,Bad,1700,yes,no
10-26-2005,D,Average,Great,Average,Great,1701,yes,yes
10-09-2005,A,Average,Bad,Average,Great,1702,yes,no
10-29-2005,D,Low,Bad,High,Exceptional,1703,no,no
10-09-2005,D,Average,Okay,Average,Exceptional,1704,yes,no
10-15-2005,B,Average,Intermediate,High,Exceptional,1705,no,no
10-16-2005,E,Low,Bad,Average,Intermediate,1706,no,no
10-04-2005,C,High,Great,High,Great,1707,yes,yes
10-20-2005,D,Low,Okay,Low,Intermediate,1708,yes,no
10-09-2005,B,Average,Bad,Low,Great,1709,no,no
10-17-2005,A,High,Okay,Low,Intermediate,1710,no,no
10-07-2005,D,Average,Intermediate,Average,Okay,1711,yes,no
10-04-2005,A,Average,Exceptional,High,Intermediate,1712,no,no
10-13-2005,A,Low,Intermediate,Low,Intermediate,1713,yes,yes
10-21-2005,C,High,Bad,Low,Bad,1714,no,yes
10-09-2005,C,Average,Great,Low,Bad,1715,no,no
10-13-2005,D,High,Exceptional,Low,Great,1716,no,no
10-13-2005,C,Low,Bad,Low,Bad,1717,yes,yes
10-18-2005,B,Average,Okay,High,Intermediate,1718,no,no
10-23-2005,A,Low,Bad,Low,Bad,1719,yes,yes
10-15-2005,B,Average,Bad,High,Bad,1720,no,yes
10-20-2005,C,Average,Bad,Low,Great,1721,no,no
10-21-2005,E,Average,Okay,High,Intermediate,1722,no,no
10-24-2005,B,High,Great,Average,Exceptional,1723,no,no
10-07-2005,B,Low,Great,Average,Great,1724,no,yes
10-04-2005,C,Low,Intermediate,Low,Okay,1725,yes,no
10-18-2005,C,Average,Intermediate,High,Okay,1726,no,no
10-22-2005,C,High,Intermediate,Low,Intermediate,1727,no,yes
10-22-2005,B,Average,Great,High,Okay,1728,no,no
10-24-2005,E,Low,Great,Low,Okay,1729,yes,no
10-06-2005,B,Average,Okay,Low,Great,1730,no,no
10-13-2005,D,Low,Bad,Average,Bad,1731,no,yes
10-27-2005,A,Average,Okay,Average,Great,1732,yes,no
10-10-2005,C,High,Great,Low,Great,1733,no,yes
10-08-2005,E,Average,Intermediate,High,Great,1734,no,no
10-18-2005,B,Average,Great,Average,Bad,1735,yes,no
10-12-2005,C,Average,Okay,Average,Bad,1736,yes,no
10-17-2005,A,Low,Intermediate,Average,Exceptional,1737,no,no
10-21-2005,A,High,Exceptional,Average,Bad,1738,no,no
10-12-2005,C,High,Intermediate,Average,Okay,1739,no,no
10-10-2005,D,High,Okay,Average,Great,1740,no,no
10-24-2005,D,Low,Okay,Average,Intermediate,1741,no,no
10-10-2005,B,Average,Okay,High,Great,1742,no,no
10-02-2005,B,Low,Okay,High,Great,1743,no,no
10-28-2005,E,Low,Okay,Low,Okay,1744,yes,yes
10-02-2005,D,High,Intermediate,High,Bad,1745,yes,no
10-15-2005,E,High,Exceptional,Average,Great,1746,no,no
10-16-2005,A,Low,Exceptional,Low,Intermediate,1747,yes,no
10-15-2005,D,High,Bad,Average,Great,1748,no,no
10-23-2005,B,Average,Exceptional,High,Okay,1749,no,no
10-24-2005,E,Average,Exceptional,High,Exceptional,1750,no,yes
10-18-2005,A,Average,Great,High,Intermediate,1751,no,no
10-15-2005,A,Low,Exceptional,Average,Great,1752,no,no
10-12-2005,A,Low,Intermediate,Low,Exceptional,1753,yes,no
10-08-2005,C,Low,Intermediate,Low,Intermediate,1754,yes,yes
10-21-2005,B,High,Bad,Low,Bad,1755,no,yes
10-22-2005,E,High,Great,Average,Okay,1756,no,no
10-02-2005,E,Average,Great,Average,Exceptional,1757,yes,no
10-01-2005,E,Average,Intermediate,High,Okay,1758,no,no
10-21-2005,C,Average,Intermediate,Average,Intermediate,1759,yes,yes
10-08-2005,C,Average,Bad,High,Great,1760,no,no
10-04-2005,E,Average,Intermediate,High,Great,1761,no,no
10-13-2005,B,High,Bad,High,Intermediate,1762,yes,no
10-20-2005,A,Low,Okay,Average,Intermediate,1763,no,no
10-15-2005,C,Average,Exceptional,Low,Great,1764,no,no
10-22-2005,B,Low,Great,Low,Exceptional,1765,yes,no
10-01-2005,E,Average,Okay,High,Exceptional,1766,no,no
10-05-2005,E,Low,Okay,Low,Intermediate,1767,yes,no
10-11-2005,C,Low,Bad,High,Intermediate,1768,no,no
10-05-2005,C,Average,Great,Low,Exceptional,1769,no,no
10-24-2005,D,Low,Exceptional,Low,Bad,1770,yes,no
10-02-2005,B,High,Bad,High,Exceptional,1771,yes,no
10-28-2005,B,High,Okay,High,Exceptional,1772,yes,no
10-08-2005,A,Average,Great,Low,Great,1773,no,yes
10-04-2005,A,Low,Great,High,Exceptional,1774,no,no
10-22-2005,A,Low,Okay,High,Exceptional,1775,no,no
10-28-2005,B,Average,Okay,Average,Exceptional,1776,yes,no
10-16-2005,D,High,Intermediate,High,Bad,1777,yes,no
10-03-2005,A,Average,Bad,Low,Great,1778,no,no
10-26-2005,A,High,Bad,Low,Great,1779,no,no
10-10-2005,C,Low,Intermediate,Average,Okay,1780,no,no
10-16-2005,C,Average,Bad,Low,Intermediate,1781,no,no
10-01-2005,D,Low,Intermediate,High,Bad,1782,no,no
10-07-2005,B,Average,Intermediate,High,Exceptional,1783,no,no
10-08-2005,E,Average,Exceptional,Low,Bad,1784,no,no
10-24-2005,E,High,Okay,High,Okay,1785,yes,yes
10-07-2005,A,Average,Bad,Low,Okay,1786,no,no
10-26-2005,D,Average,Bad,Low,Exceptional,1787,no,no
10-28-2005,C,High,Intermediate,Average,Okay,1788,no,no
10-02-2005,D,Low,Great,Low,Okay,1789,yes,no
